"Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"BeatMania","PS",1998,"Simulation","Konami Digital Entertainment",0,0,1.07,0.02,1.09
"Namco Museum Battle Collection","PSP",2005,"Misc","Sony Computer Entertainment",0.75,0.18,0,0.16,1.09
"LEGO Star Wars II: The Original Trilogy","DS",2006,"Action","LucasArts",0.96,0.04,0,0.08,1.09
"Madden NFL 2004","XB",2003,"Sports","Electronic Arts",1.02,0.02,0,0.05,1.09
"Empire: Total War","PC",2009,"Strategy","Sega",0.01,0.97,0,0.11,1.09
"The Godfather","PS2",2006,"Action","Electronic Arts",0.89,0.03,0.01,0.15,1.09
"Tiger Woods PGA Tour 10","Wii",2009,"Sports","Electronic Arts",0.61,0.37,0,0.11,1.09
"Star Wars: Bounty Hunter","PS2",2002,"Shooter","LucasArts",0.53,0.42,0,0.14,1.09
"Densha De Go!","PS",1997,"Simulation","Taito",0,0,1.02,0.07,1.09
"Dante's Inferno","PS3",2010,"Action","Electronic Arts",0.64,0.28,0.04,0.13,1.09
"Sonic & Sega All-Stars Racing","DS",2010,"Racing","Sega",0.44,0.54,0,0.11,1.09
"Skylanders Giants","PS3",2012,"Action","Activision",0.35,0.52,0,0.22,1.09
"Endless Ocean","Wii",2007,"Adventure","Nintendo",0.44,0.47,0.09,0.09,1.09
"NFL Blitz 2000","PS",1998,"Sports","Midway Games",0.6,0.41,0,0.07,1.09
"Sonic Free Riders","X360",2010,"Racing","Sega",0.74,0.26,0,0.09,1.09
"NASCAR Thunder 2004","PS2",2003,"Racing","Electronic Arts",0.53,0.41,0,0.14,1.08
"Prince of Persia","PS3",2008,"Action","Ubisoft",0.47,0.41,0.03,0.18,1.08
"SpongeBob SquarePants: Revenge of the Flying Dutchman","PS2",2002,"Platform","THQ",0.53,0.41,0,0.14,1.08
"Grand Theft Auto V","PC",2015,"Action","Take-Two Interactive",0.36,0.64,0,0.08,1.08
"The Biggest Loser","Wii",2009,"Sports","THQ",0.87,0.12,0,0.09,1.08
"Fisherman's Bass Club","PS2",2002,"Sports","Agetec",0.53,0.41,0,0.14,1.08
"MySims Agents","DS",2009,"Adventure","Electronic Arts",0.55,0.43,0,0.11,1.08
"Resident Evil: The Darkside Chronicles","Wii",2009,"Action","Capcom",0.48,0.32,0.2,0.09,1.08
"NCAA Football 13","X360",2012,"Action","Electronic Arts",1.02,0,0,0.06,1.08
"Grand Theft Auto: Chinatown Wars","PSP",2009,"Action","Take-Two Interactive",0.28,0.5,0.03,0.28,1.08
"FIFA Soccer 11","Wii",2010,"Sports","Electronic Arts",0.26,0.69,0,0.12,1.08
"The Orange Box","PS3",2007,"Shooter","Electronic Arts",0.28,0.59,0,0.22,1.08
"Joust","2600",1982,"Platform","Atari",1.01,0.06,0,0.01,1.08
"Tomb Raider: Underworld","X360",2008,"Action","Eidos Interactive",0.53,0.43,0.01,0.11,1.08
"Tom Clancy's Ghost Recon 2","PS2",2004,"Shooter","Ubisoft",0.64,0.34,0,0.1,1.08
"DiRT 3","PS3",2011,"Racing","Codemasters",0.27,0.59,0.01,0.21,1.08
"LEGO City Undercover","WiiU",2013,"Platform","Nintendo",0.47,0.4,0.13,0.08,1.08
"Spore Creatures","DS",2008,"Simulation","Electronic Arts",0.67,0.3,0,0.11,1.08
"Ready 2 Rumble Boxing","PS",1998,"Sports","Midway Games",0.6,0.41,0,0.07,1.08
"Dragon Ball Z: Taiketsu","GBA",2003,"Fighting","Atari",0.77,0.29,0,0.02,1.08
"Disney's Lilo & Stitch","GBA",2002,"Platform","Ubisoft",0.77,0.29,0,0.02,1.08
"Star Fox: Assault","GC",2005,"Shooter","Nintendo",0.68,0.18,0.19,0.03,1.08
"Naruto: Ultimate Ninja Storm","PS3",2008,"Fighting","Namco Bandai Games",0.49,0.35,0.09,0.16,1.08
"Marvel vs. Capcom 3: Fate of Two Worlds","X360",2011,"Fighting","Capcom",0.79,0.18,0.03,0.07,1.08
"NCAA Football 14","X360",2013,"Sports","Electronic Arts",1.01,0,0,0.06,1.07
"Doko Demo Issyo","PS",1999,"Misc","Sony Computer Entertainment",0,0,1,0.07,1.07
"Call of Duty 3","PS2",2006,"Shooter","Activision",0.89,0.03,0,0.15,1.07
"Imagine: Fashion Designer New York","DS",2008,"Simulation","Ubisoft",0.65,0.32,0,0.1,1.07
"Red Dead Redemption: Undead Nightmare","X360",2010,"Action","Take-Two Interactive",0.57,0.39,0.02,0.09,1.07
"Bully: Scholarship Edition","X360",2008,"Action","Take-Two Interactive",0.53,0.4,0.03,0.11,1.07
"Virtua Fighter","SAT",1994,"Fighting","Sega",0.17,0.12,0.77,0.02,1.07
"Championship Manager 99/00","PC",1999,"Sports","Eidos Interactive",0,0.98,0,0.09,1.07
"WWE SmackDown vs. Raw 2010","PS2",2009,"Fighting","THQ",0.53,0.01,0,0.54,1.07
"Pro Evolution Soccer 2008","X360",2007,"Sports","Konami Digital Entertainment",0.08,0.9,0.04,0.05,1.07
"Super Princess Peach","DS",2005,"Platform","Nintendo",0.72,0.06,0.21,0.07,1.07
"NHL 99","PS",1997,"Sports","Electronic Arts",0.59,0.4,0,0.07,1.07
"SoulCalibur III","PS2",2005,"Fighting","Namco Bandai Games",0.74,0.15,0.13,0.05,1.07
"Skylanders SWAP Force","PS3",2013,"Platform","Activision",0.43,0.44,0,0.2,1.07
"F1 2012","PS3",2012,"Racing","Codemasters",0.12,0.64,0.05,0.25,1.07
"World Tour Soccer","PSP",2005,"Sports","Sony Computer Entertainment",0.1,0.63,0,0.34,1.07
"Disney Universe","Wii",2011,"Action","Disney Interactive Studios",0.67,0.3,0,0.1,1.07
"Ridge Racer Revolution","PS",1995,"Racing","Sony Computer Entertainment",0.17,0.12,0.71,0.07,1.07
"LEGO Pirates of the Caribbean: The Video Game","X360",2011,"Action","Disney Interactive Studios",0.54,0.42,0,0.1,1.07
"Hot Wheels Turbo Racing","PS",1999,"Racing","Electronic Arts",0.59,0.4,0,0.07,1.07
"NCAA Football 99","PS",1998,"Sports","Electronic Arts",0.59,0.4,0,0.07,1.06
"Mortal Kombat: Armageddon","PS2",2006,"Fighting","Midway Games",0.88,0.04,0,0.14,1.06
"Aliens vs Predator","X360",2010,"Shooter","Sega",0.55,0.4,0,0.11,1.06
"Freekstyle","PS2",2002,"Racing","Electronic Arts",0.52,0.41,0,0.14,1.06
"Junior Brain Trainer","DS",2008,"Misc","GSP",0.23,0.74,0,0.1,1.06
"Darksiders","X360",2010,"Action","THQ",0.67,0.29,0.01,0.1,1.06
"DiRT","PS3",2007,"Racing","Codemasters",0.16,0.67,0,0.23,1.06
"Call of Duty 4: Modern Warfare","DS",2007,"Shooter","Activision",0.96,0.02,0.01,0.08,1.06
"Simple 1500 Series Vol. 1: The Mahjong","PS",1998,"Misc","D3Publisher",0,0,0.99,0.07,1.06
"Sega Superstars Tennis","Wii",2008,"Sports","Sega",0.28,0.65,0,0.13,1.06
"NBA Street V3","PS2",2005,"Sports","Electronic Arts",0.52,0.41,0,0.14,1.06
"Sleeping Dogs","PS3",2012,"Action","Square Enix",0.31,0.5,0.05,0.19,1.06
"Mercenaries 2: World in Flames","X360",2008,"Shooter","Electronic Arts",0.65,0.3,0.01,0.1,1.06
"Worms Armageddon","PS",1999,"Strategy","Microprose",0.18,0.81,0,0.08,1.06
"Hulk","PS2",2003,"Action","Universal Interactive",0.52,0.41,0,0.14,1.06
"LEGO Indiana Jones: The Original Adventures","PS3",2008,"Action","Activision",0.44,0.44,0,0.18,1.06
"NFL Blitz","N64",1998,"Sports","Midway Games",1.02,0.04,0,0.01,1.06
"NFL Quarterback Club 98","N64",1997,"Sports","Acclaim Entertainment",1.01,0.05,0,0.01,1.06
"DJ Hero","X360",2009,"Misc","Activision",0.56,0.4,0,0.11,1.06
"Dora the Explorer: Dora Saves the Mermaids","DS",2007,"Platform","Take-Two Interactive",0.97,0.01,0,0.08,1.06
"Diablo II: Lord of Destruction","PC",2001,"Role-Playing","Vivendi Games",1.03,0.02,0,0,1.06
"Naruto Shippuden: Ultimate Ninja Storm 4","PS4",2016,"Fighting","Namco Bandai Games",0.39,0.41,0.1,0.16,1.06
"Spider-Man 2","GBA",2004,"Action","Activision",0.76,0.28,0,0.02,1.06
"Virtua Tennis 3","PS3",2007,"Sports","Sega",0.23,0.59,0.03,0.22,1.06
"Seek and Destroy","PS2",2002,"Racing","Play It",0.52,0.4,0,0.14,1.06
"Warhawk","PS3",2007,"Simulation","Sony Computer Entertainment",0.49,0.39,0,0.17,1.06
"Apollo Justice: Ace Attorney","DS",2007,"Adventure","Capcom",0.32,0.06,0.64,0.04,1.06
"Assassin's Creed: Rogue","X360",2014,"Action","Ubisoft",0.58,0.38,0,0.09,1.05
"Cosmic Ark","2600",1981,"Shooter","Imagic",0.99,0.05,0,0.01,1.05
"SOCOM: U.S. Navy SEALs Fireteam Bravo 2","PSP",2006,"Shooter","Sony Computer Entertainment",0.81,0.11,0,0.13,1.05
"Skylanders: Trap Team","Wii",2014,"Action","Activision",0.42,0.54,0,0.08,1.05
"Aliens vs Predator","PS3",2010,"Shooter","Sega",0.41,0.47,0,0.18,1.05
"Defender","2600",1980,"Misc","Atari",0.99,0.05,0,0.01,1.05
"Dance on Broadway","Wii",2010,"Misc","Ubisoft",0.27,0.66,0,0.12,1.05
"Adventure Island","NES",1986,"Platform","Hudson Soft",0,0,1.05,0,1.05
"Arc the Lad II","PS",1996,"Role-Playing","Sony Computer Entertainment",0,0,0.92,0.13,1.05
"Tag Team Match M.U.S.C.L.E.","NES",1985,"Fighting","Namco Bandai Games",0,0,1.05,0,1.05
"Derby Stallion 96","SNES",1996,"Sports","ASCII Entertainment",0,0,1.04,0.01,1.05
"UFC Undisputed 3","PS3",2012,"Action","THQ",0.55,0.34,0.03,0.13,1.05
"NBA 2K3","PS2",2002,"Sports","Sega",0.51,0.4,0,0.13,1.05
"Dragon Ball: XenoVerse","PS4",2015,"Fighting","Namco Bandai Games",0.3,0.48,0.12,0.15,1.05
"The Simpsons: Road Rage","XB",2001,"Racing","Electronic Arts",0.78,0.26,0,0.01,1.05
"Dave Mirra Freestyle BMX","PS",2000,"Sports","Acclaim Entertainment",0.91,0.11,0,0.03,1.05
"Imagine: Animal Doctor","DS",2007,"Simulation","Ubisoft",0.45,0.49,0,0.11,1.05
"WWE SmackDown vs. Raw 2010","X360",2009,"Fighting","THQ",0.56,0.38,0.01,0.11,1.05
"Forza Motorsport","XB",2005,"Racing","Microsoft Game Studios",0.52,0.51,0,0.02,1.05
"Sonic the Hedgehog","X360",2006,"Platform","Sega",0.44,0.49,0,0.11,1.05
"MySims Agents","Wii",2009,"Adventure","Electronic Arts",0.62,0.32,0,0.1,1.05
"Monster Rancher 2","PS",1998,"Simulation","Sony Computer Entertainment",0.19,0.13,0.66,0.07,1.05
"Pokemon Conquest","DS",2012,"Role-Playing","Nintendo",0.58,0.06,0.37,0.04,1.05
"The Simpsons Game","X360",2007,"Action","Electronic Arts",0.54,0.4,0,0.11,1.05
"Guinness World Records: The Videogame","Wii",2008,"Action","Warner Bros. Interactive Entertainment",0.46,0.47,0,0.11,1.04
"MVP Baseball 2003","PS2",2003,"Sports","Electronic Arts",0.51,0.4,0,0.13,1.04
"Legacy of Kain: Soul Reaver","PS",null,"Action","Eidos Interactive",0.58,0.4,0,0.07,1.04
"Dragon Ball Z: Budokai Tenkaichi 3","Wii",2007,"Fighting","Atari",0.33,0.37,0.26,0.09,1.04
"Disney Tangled","DS",2010,"Action","Disney Interactive Studios",0.58,0.37,0,0.09,1.04
"Tales of Destiny","PS",1997,"Role-Playing","Namco Bandai Games",0.09,0.06,0.83,0.07,1.04
"ATV: Quad Power Racing","PS",2000,"Racing","Acclaim Entertainment",0.58,0.39,0,0.07,1.04
"Disney Fairies: Tinker Bell and the Lost Treasure","DS",2009,"Adventure","Disney Interactive Studios",0.57,0.35,0.02,0.1,1.04
"Mega Man X4","PS",1996,"Action","Virgin Interactive",0.45,0.3,0.22,0.07,1.04
"Naruto: Clash of Ninja 2","GC",2003,"Fighting","Nintendo",0.44,0.12,0.45,0.03,1.04
"Dance Dance Revolution SuperNOVA","PS2",2006,"Simulation","Konami Digital Entertainment",0.87,0.03,0,0.14,1.04
"Brink","X360",2011,"Shooter","Bethesda Softworks",0.59,0.35,0.01,0.09,1.04
